    |             BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#   |                     |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |
 206|   SWIFT J0404.0-3604| 60.966|-36.072|   6.60|                  PKS 0402-362|                               | 60.9740|-36.0839|   10.65|    8.78|   13.13|  0.0|1.91|1.41|2.52|      0.90| 1.4170|47.12|           |         80|Beamed AGN
 207|   SWIFT J0405.3-3707| 61.340|-37.159|   7.39|                ESO 359- G 019|                               | 61.2570|-37.1875|   12.12|    9.07|   14.22|  0.0|1.75|1.28|2.29|      0.70| 0.0552|43.94|           |         50|Sy1.9
 208|   SWIFT J0405.5-1307| 61.356|-13.141|   5.75|               [HB89] 0403-132|                               | 61.3917|-13.1371|   11.03|    7.59|   13.40|  0.0|1.78|1.19|2.47|      0.60| 0.5706|46.16|           |         80|Beamed AGN
 209|   SWIFT J0407.4+0339| 61.827|  3.699|  10.09|                        3C 105|                               | 61.8186|  3.7072|   22.01|   18.24|   24.61|  0.0|1.94|1.64|2.27|      0.40| 0.0890|44.64|           |         50|Sy2
 210|   SWIFT J0413.3+1659| 63.343| 16.970|   6.51|              MG1 J041325+1659|                               | 63.3419| 16.9974|   15.17|   11.17|   17.94|  0.0|1.88|1.37|2.48|      1.00|       |     |           |         80|Beamed AGN
 211|   SWIFT J0413.5+1027| 63.381| 10.483|   3.52|                     ABELL 478|                               | 63.3362| 10.4764|    4.59|    3.27|    5.73|  0.0|7.04|4.78|0.00|      0.60|       |     |           |         30|Galaxy Cluster
 212|   SWIFT J0413.8+1112| 63.466| 11.219|   5.99|                        3C 109|                               | 63.4182| 11.2038|   10.74|    8.82|   13.86|  0.0|2.30|1.70|3.15|      1.30| 0.3056|45.51|           |         40|Sy1.8
 213|   SWIFT J0414.8-0754| 63.724| -7.908|  13.70|               IRAS 04124-0803|                               | 63.7195| -7.9278|   19.28|   17.83|   21.66|  0.0|2.60|2.32|2.92|      0.70| 0.0379|43.81|           |         40|Sy1.5
 214|   SWIFT J0418.3+3800| 64.589| 38.024|  51.98|                      3C 111.0|                               | 64.5887| 38.0266|  118.67|  116.60|  122.05|  0.0|2.00|1.94|2.06|      1.20| 0.0485|44.82|           |         40|Sy1.2
 215|   SWIFT J0419.9+5600| 64.950| 56.035|   7.24|                 XTE J0421+560|                               | 64.9255| 55.9994|   12.03|   10.35|   14.78|  0.0|2.27|1.85|2.78|      0.80|       |     |           |        180|HMXB
 216|   SWIFT J0420.0-5457| 64.958|-54.939|  12.24|                      NGC 1566|                               | 65.0017|-54.9378|   19.54|   17.68|   21.50|  0.0|1.96|1.71|2.24|      0.80| 0.0050|42.03|           |         40|Sy1.5
 217|   SWIFT J0422.7-5611| 65.637|-56.191|  11.07|                ESO 157- G 023|                               | 65.6007|-56.2260|   22.16|   20.02|   24.42|  0.0|1.57|1.34|1.81|      1.30| 0.0435|43.99|           |         50|Sy2
 218|   SWIFT J0423.5+0414| 65.915|  4.157|  11.02|       2MASX J04234080+0408017|                               | 65.9199|  4.1338|   24.23|   21.57|   27.03|  0.0|1.90|1.62|2.20|      0.90| 0.0450|44.06|           |         50|Sy2
 219|   SWIFT J0426.1-1945| 66.523|-19.713|   5.62|                        IW Eri|                               | 66.4802|-19.7584|    5.53|    4.29|    6.69|  0.0|3.58|2.63|5.20|      1.10|       |     |           |         90|CV
 220|   SWIFT J0426.2-5711| 66.518|-57.213|  19.80|                   1H 0419-577|                               | 66.5035|-57.2001|   25.26|   23.73|   26.87|  0.0|2.48|2.30|2.68|      0.30| 0.1040|44.84|           |         40|Sy1.5
 221|   SWIFT J0427.6-1201| 66.897|-12.010|   4.19|                 MCG-02-12-017|                               | 66.7559|-12.0595|    8.84|    5.87|   11.34|  0.0|1.71|1.04|2.42|      1.00| 0.0329|43.34|           |         50|Sy2 candidate
 222|  SWIFT J0428.2-6704A| 67.123|-67.138|   4.64|     SWIFT J042749.42-670436.1|                               | 66.9571|-67.0764|    7.21|    3.22|   10.65|  0.0|1.11|0.00|2.46|      0.90|       |     |           |         12|U2
 223|  SWIFT J0428.2-6704B| 67.564|-66.955|   3.83|       2MASX J04294735-6703205|                               | 67.4538|-67.0539|    7.28|    4.48|    9.69|  0.0|2.13|1.23|3.39|      0.30|       |     |           |         40|Sy1.2
 224|   SWIFT J0429.6-2114| 67.447|-21.211|   4.94|       2MASX J04293830-2109441|                               | 67.4095|-21.1622|    9.28|    6.53|   11.59|  0.0|1.75|1.03|2.64|      0.80| 0.0703|44.05|           |         40|Sy1.2
 225|   SWIFT J0431.3-6127| 67.838|-61.425|  14.61|                    ABELL 3266|                               | 67.7997|-61.4063|   13.35|   12.53|   14.41|  0.0|4.01|3.59|4.51|      0.50|       |     |           |         30|Galaxy Cluster
 226|   SWIFT J0433.0+0521| 68.298|  5.356|  43.40|                        3C 120|                               | 68.2962|  5.3543|   95.38|   93.05|   98.49|  0.0|2.01|1.93|2.08|      0.80| 0.0330|44.38|           |         80|Beamed AGN
 227|   SWIFT J0433.5-5846| 68.405|-58.750|   3.74|       2MASX J04332716-5843346|                               | 68.3638|-58.7263|    6.48|    4.72|    8.78|  0.0|1.87|1.07|2.88|      1.10| 0.1023|44.24|           |         50|Sy2
 228|   SWIFT J0436.3-1022| 69.096|-10.383|   9.96|                       Mrk 618|                               | 69.0930|-10.3760|   18.30|   16.29|   20.96|  0.0|2.00|1.68|2.34|      0.80| 0.0355|43.73|           |         40|Sy1.2
 229|   SWIFT J0437.4-4713| 69.405|-47.206|   6.42|       2MASX J04372814-4711298|                               | 69.3673|-47.1915|    9.93|    8.19|   12.21|  0.0|1.96|1.41|2.62|      1.20| 0.0530|43.82|           |         40|Sy1
 230|   SWIFT J0438.2-1048| 69.554|-10.782|  10.41|                MCG -02-12-050|                               | 69.5591|-10.7959|   18.08|   14.82|   20.31|  0.0|2.10|1.81|2.43|      1.50| 0.0364|43.74|           |         40|Sy1.2
 231|   SWIFT J0440.2-5941| 70.059|-59.648|   9.00|          ESO 118-IG 033 NED01|                               | 69.9960|-59.6817|   14.73|   11.77|   16.75|  0.0|1.91|1.58|2.27|      0.90| 0.0577|44.07|           |         50|Sy2
 232|   SWIFT J0440.9+2741| 70.205| 27.659|   6.70|       2MASX J04404770+2739466|                               | 70.1989| 27.6631|   15.69|   11.77|   18.37|  0.0|2.09|1.67|2.59|      0.70|       |     |           |         40|Sy1.5
 233|   SWIFT J0440.8+4432| 70.223| 44.553|  39.64|               RX J0440.9+4431|                               | 70.2472| 44.5304|   71.34|   68.12|   73.56|  0.0|2.43|2.34|2.53|      1.10|       |     |           |        180|HMXB
 234|   SWIFT J0441.2-2704| 70.342|-27.119|   6.41|               IRAS 04392-2713|                               | 70.3441|-27.1389|   10.78|    8.27|   12.83|  0.0|1.98|1.45|2.60|      0.60| 0.0835|44.27|           |         40|Sy1.5
 235|   SWIFT J0441.8-0823| 70.452| -8.374|   5.14|         1RXS J044154.5-082639|                               | 70.4746| -8.4428|   10.85|    7.76|   13.37|  0.0|1.77|1.15|2.47|      0.40| 0.0440|43.69|           |         40|Sy1
 236|   SWIFT J0443.9+2856| 70.937| 28.964|  13.17|                     UGC 03142|                               | 70.9450| 28.9718|   33.75|   30.35|   36.52|  0.0|1.89|1.67|2.13|      0.60| 0.0217|43.56|           |         40|Sy1
 237|   SWIFT J0444.1+2813| 71.025| 28.228|  18.63|       2MASX J04440903+2813003|                               | 71.0376| 28.2168|   49.38|   45.89|   52.23|  0.0|1.83|1.68|2.00|      0.50| 0.0113|43.15|           |         50|Sy2
 238|   SWIFT J0445.0-2816| 71.151|-28.199|   9.69|                   PKS 0442-28|                               | 71.1571|-28.1651|   17.03|   14.42|   19.15|  0.0|1.86|1.55|2.20|      0.80| 0.1470|45.00|           |         50|Sy2
 239|   SWIFT J0446.4+1828| 71.629| 18.474|   6.07|                      UGC 3157|                               | 71.6240| 18.4609|   14.76|   10.71|   17.93|  0.0|1.95|1.51|2.43|      2.70| 0.0154|42.90|           |         50|Sy1.9
 240|   SWIFT J0449.6-5515| 72.463|-55.271|   4.08|       2MASX J04500193-5512404|                               | 72.5082|-55.2112|    7.68|    4.53|   10.18|  0.0|1.56|0.87|2.29|      0.40|       |     |           |         70|Unknown AGN
 241|   SWIFT J0451.5-6949| 72.808|-69.798|  25.74|        SWIFT J045106.8-694803|                               | 72.7785|-69.8008|   33.03|   30.72|   34.84|  0.0|2.48|2.34|2.62|      4.30|       |     |           |        180|HMXB
 242|   SWIFT J0451.4-0346| 72.889| -3.804|  15.80|                MCG -01-13-025|                               | 72.9229| -3.8094|   34.23|   30.37|   37.26|  0.0|1.83|1.63|2.03|      0.30| 0.0159|43.29|           |         40|Sy1.5
 243|   SWIFT J0450.7-5813| 72.943|-58.197|  12.76|                       RBS 594|                               | 72.9335|-58.1835|   20.08|   17.59|   22.21|  0.0|2.01|1.75|2.30|      0.60| 0.0907|44.62|           |         50|Sy1.9
 244|   SWIFT J0452.2+4933| 73.003| 49.535|  25.04|         1RXS J045205.0+493248|                               | 73.0208| 49.5459|   54.10|   50.93|   56.83|  0.0|2.01|1.88|2.14|      0.60| 0.0290|44.02|           |         40|Sy1.5
 245|   SWIFT J0453.4+0404| 73.338|  4.059|  12.00|                  CGCG 420-015|                               | 73.3573|  4.0616|   26.34|   23.05|   29.17|  0.0|2.04|1.79|2.31|      2.50| 0.0294|43.72|           |         50|Sy2
 246|   SWIFT J0454.6-4315| 73.680|-43.251|   6.35|       2MASX J04544295-4314231|                               | 73.6788|-43.2397|   11.33|    8.71|   13.60|  0.0|1.87|1.46|2.32|      1.30| 0.0877|44.34|           |         50|Sy1.9
 247|   SWIFT J0456.3-7532| 73.950|-75.510|  15.47|                ESO 033- G 002|                               | 73.9957|-75.5412|   24.49|   22.04|   26.59|  0.0|2.04|1.84|2.27|      0.30| 0.0181|43.26|           |         50|Sy2
 248|   SWIFT J0457.1+4528| 74.264| 45.485|  11.01|         1RXS J045707.4+452751|                               | 74.2846| 45.4639|   18.50|   16.71|   20.91|  0.0|2.68|2.34|3.09|      0.10|       |     |           |         90|CV
 249|   SWIFT J0459.9+2703| 74.988| 27.049|  11.78|                     4C +27.14|                               | 74.9837| 27.1007|   28.70|   26.20|   32.09|  0.0|1.98|1.75|2.23|      2.10|       |     |           |         50|Sy2
 250|   SWIFT J0459.7+3502| 74.914| 34.956|   5.35|       2MASX J04595677+3502536|                               | 74.9869| 35.0483|    9.42|    7.31|   12.30|  0.0|2.35|1.71|3.20|      0.40|       |     |           |         70|Unknown AGN
 251|   SWIFT J0501.2-7041| 75.207|-70.692|  17.08|               IGR J05007-7047|                               | 75.1919|-70.7433|   21.96|   20.48|   23.98|  0.0|2.44|2.23|2.66|      1.50|       |     |           |        180|HMXB
 252|   SWIFT J0502.1+0332| 75.593|  3.525|   7.04|       2MASX J05020903+0331499|                               | 75.5377|  3.5306|   14.52|   11.54|   17.98|  0.0|1.99|1.55|2.50|      0.50| 0.0160|42.92|           |         40|Sy1
 253|   SWIFT J0502.4+2446| 75.625| 24.743|  13.24|                     V1062 Tau|                               | 75.6145| 24.7564|   25.12|   22.66|   27.96|  0.0|2.66|2.40|2.96|      1.70|       |     |           |        170|Nova
 254|   SWIFT J0503.0+2302| 75.734| 22.983|   8.45|                   LEDA 097068|                               | 75.7426| 22.9977|   20.22|   17.16|   23.78|  0.0|2.10|1.77|2.48|      0.60| 0.0577|44.21|           |         40|Sy1.5
 255|   SWIFT J0503.7-2819| 75.907|-28.308|   2.77|             1WGA J0503.8-2823|                               | 75.8927|-28.2815|    2.89|    1.29|    4.76|  0.0|3.01|0.00|0.00|      1.20|       |     |           |         90|CV
 256|   SWIFT J0504.6-7345| 76.197|-73.773|   6.69|       2MASX J05043414-7349269|                               | 76.1425|-73.8242|   15.80|   13.01|   19.04|  0.0|1.36|0.87|1.84|      1.80| 0.0452|43.88|           |         50|Sy2
 257|   SWIFT J0505.6-6735| 76.453|-67.602|   6.59|       2MASX J05052442-6734358|                               | 76.3517|-67.5766|   10.33|    7.88|   12.71|  0.0|2.02|1.53|2.58|      1.40|       |     |           |         70|Unknown AGN
 258|   SWIFT J0505.8-2351| 76.435|-23.855|  29.21|       2MASX J05054575-2351139|                               | 76.4405|-23.8539|   58.27|   55.24|   61.30|  0.0|1.77|1.66|1.87|      0.50| 0.0350|44.22|           |         50|Sy2
 259|   SWIFT J0507.7+6732| 76.920| 67.533|   6.70|          87GB 050246.4+673341|                               | 76.9844| 67.6234|    9.03|    6.75|   11.21|  0.0|2.50|1.93|3.31|      0.30| 0.3140|45.46|           |         80|Beamed AGN
 260|   SWIFT J0508.1+1727| 77.097| 17.401|  10.04|            CGCG 468-002 NED01|                               | 77.0820| 17.3630|   26.06|   22.24|   29.85|  0.0|1.86|1.58|2.16|      1.40| 0.0175|43.26|           |         50|Sy1.9
 261|   SWIFT J0510.7+1629| 77.723| 16.505|  53.75|               IRAS 05078+1626|                               | 77.6896| 16.4989|  119.80|  117.16|  123.00|  0.0|2.11|2.05|2.17|      2.60| 0.0179|43.94|           |         40|Sy1.5
 262|   SWIFT J0512.1-1830| 77.920|-18.456|   4.26|                ESO 553- G 022|                               | 77.9908|-18.4939|    8.02|    5.52|   11.03|  0.0|1.66|0.78|2.93|      0.80| 0.0421|43.52|           |         50|Sy2
 263|   SWIFT J0513.8+6627| 78.391| 66.414|   7.29|                  CGCG 307-007|                               | 78.3183| 66.4639|   14.32|   12.08|   17.01|  0.0|1.89|1.48|2.34|      0.50| 0.0149|42.85|           |         70|Unknown AGN
 264|   SWIFT J0514.2-4002| 78.524|-40.049|  45.18|          CXO J051406.4-400238|                               | 78.5269|-40.0439|   47.09|   45.89|   48.55|  0.0|3.22|3.10|3.35|      2.10|       |     |           |        190|LMXB
 265|   SWIFT J0515.3+1854| 78.842| 18.924|   9.94|       2MASX J05151978+1854515|                               | 78.8324| 18.9143|   26.81|   23.87|   30.36|  0.0|1.84|1.55|2.16|      0.80|       |     |           |         50|Sy2
 266|   SWIFT J0516.2-0009| 79.057| -0.148|  37.20|                       Ark 120|                               | 79.0476| -0.1498|   74.29|   71.15|   76.48|  0.0|2.06|1.97|2.15|      2.50| 0.0323|44.25|           |         40|Sy1
 267|   SWIFT J0516.3+1928| 79.104| 19.447|   9.14|                   2MFGC 04298|                               | 79.0947| 19.4531|   23.11|   19.65|   25.53|  0.0|2.00|1.66|2.36|      0.30| 0.0212|43.37|           |         50|Sy2
 268|   SWIFT J0516.4-1034| 79.080|-10.552|   9.18|                MCG -02-14-009|                               | 79.0882|-10.5615|   16.49|   13.69|   18.46|  0.0|2.08|1.75|2.45|      2.60| 0.0285|43.49|           |         50|Sy1.9
 269|   SWIFT J0501.9-3239| 79.883|-32.662|  28.81|                    ESO 362-18|                               | 79.8993|-32.6578|   48.89|   46.30|   50.70|  0.0|1.90|1.79|2.02|      1.40| 0.0125|43.23|           |         40|Sy1.5
 270|   SWIFT J0519.5-4545| 79.952|-45.775|  23.75|                      PICTOR A|                               | 79.9570|-45.7790|   37.32|   34.93|   39.67|  0.0|2.05|1.90|2.20|      1.60| 0.0351|44.03|           |         50|Sy2
 271|   SWIFT J0520.9-7156| 80.058|-71.948|  22.96|                       LMC X-2|                               | 80.1168|-71.9648|   20.52|   19.63|   21.38|  0.0|6.27|5.82|6.79|      2.00|       |     |           |        190|LMXB
 272|   SWIFT J0521.0-2522| 80.207|-25.350|   5.95|       2MASX J05210136-2521450|                               | 80.2561|-25.3626|    9.71|    7.06|   12.32|  0.0|2.06|1.56|2.67|      0.30| 0.0426|43.62|           |         50|Sy2
 273|   SWIFT J0519.5-3140| 80.758|-36.464|  20.63|                   PKS 0521-36|                               | 80.7416|-36.4586|   35.10|   32.54|   37.63|  0.0|1.92|1.76|2.08|      2.50| 0.0553|44.41|           |         80|Beamed AGN
 274|   SWIFT J0524.1-1210| 81.039|-12.206|  11.02|               IRAS 05218-1212|                               | 81.0271|-12.1666|   19.15|   16.37|   21.89|  0.0|2.13|1.84|2.45|      0.90| 0.0490|44.04|           |         40|Sy1.5
 275|   SWIFT J0524.9+4246| 81.172| 42.753|   6.66|                        Paloma|                               | 81.1272| 42.7473|    9.88|    7.60|   11.63|  0.0|3.24|2.63|4.08|      0.90|       |     |           |         90|CV
 276|   SWIFT J0525.1-2339| 81.276|-23.668|   5.78|                PMN J0525-2338|                               | 81.2771|-23.6363|   13.11|    9.52|   15.91|  0.0|1.55|1.04|2.10|      0.30| 3.1000|48.04|           |         80|Beamed AGN
 277|   SWIFT J0525.3-4600| 81.321|-46.008|   6.91|                  PKS 0524-460|                               | 81.3808|-45.9652|   15.51|   12.07|   18.20|  0.0|1.37|0.98|1.77|      0.80| 1.4790|47.33|           |         80|Beamed AGN
 278|   SWIFT J0525.6+2416| 81.359| 24.243|  11.14|         1RXS J052523.2+241331|                               | 81.3437| 24.2255|   21.45|   18.45|   23.80|  0.0|2.77|2.45|3.14|      0.70|       |     |           |         90|CV
 279|   SWIFT J0526.2-2118| 81.614|-21.296|   8.73|                ESO 553- G 043|                               | 81.6135|-21.2866|   15.83|   13.66|   18.84|  0.0|1.90|1.55|2.29|      0.80| 0.0278|43.45|           |         50|Sy2
 280|   SWIFT J0528.1-3933| 82.012|-39.529|   6.86|                ESO 306-IG 001|                               | 82.0104|-39.5764|   12.65|   10.59|   15.54|  0.0|1.72|1.24|2.26|      0.50| 0.0370|43.60|           |         70|Unknown AGN
 281|   SWIFT J0529.2-3247| 82.347|-32.825|  50.19|                        TV Col|                               | 82.3560|-32.8179|   59.30|   57.90|   61.24|  0.0|2.82|2.74|2.91|      5.00|       |     |           |         90|CV
 282|   SWIFT J0530.8+1333| 82.742| 13.572|   4.74|                  PKS 0528+134|                               | 82.7351| 13.5320|   18.24|   14.84|   22.96|  0.0|1.25|0.75|1.73|      2.30| 2.0600|47.75|           |         80|Beamed AGN
 283|  SWIFT J0532.5-6623A| 83.221|-66.404| 189.27|                       LMC X-4|                               | 83.2075|-66.3705|  327.30|  325.92|  329.21|  0.0|2.83|2.81|2.84|    605.80|       |     |           |        180|HMXB
 284|  SWIFT J0532.5-6623B| 83.168|-66.296|  94.20|               RX J0531.2-6609|                               | 82.8054|-66.1181|   13.47|   11.54|   15.24|  0.0|2.84|2.54|3.17|      6.80|       |     |           |        180|HMXB
 285|   SWIFT J0532.9+1343| 83.305| 13.718|   5.92|       2MASX J05325752+1345092|                               | 83.2397| 13.7525|   14.15|   10.19|   17.77|  0.0|1.84|1.34|2.43|      1.40|       |     |           |         40|Sy1.2
 286|   SWIFT J0533.9-1318| 83.487|-13.268|   5.54|                MCG -02-15-004|                               | 83.4589|-13.3553|   14.08|   10.16|   17.68|  0.0|1.38|0.87|1.89|      1.90|       |     |           |         70|Unknown AGN
 287|   SWIFT J0534.6+2204| 83.632| 22.017|9957.05|                          Crab|                               | 83.6332| 22.0145|23342.70|23339.20|23346.00|  0.0|2.17|2.17|2.17|    127.30|       |     |           |        150|Pulsar
 288|   SWIFT J0535.1-5801| 83.707|-57.998|  15.77|                        TW Pic|                               | 83.7110|-58.0280|   16.32|   15.00|   17.66|  0.0|3.29|2.99|3.64|      0.60|       |     |           |         90|CV
 289|   SWIFT J0535.2+2830| 83.774| 28.468|   5.98|     SWIFT J053457.91+282837.9|                               | 83.7404| 28.4772|   12.25|    9.47|   15.07|  0.0|2.35|1.80|3.07|      0.30|       |     |           |         12|U2
 290|   SWIFT J0535.3-0520| 83.803| -5.349|   5.82|             Trapezium Cluster|                               | 83.8187| -5.3872|    6.54|    5.17|    7.91|  0.0|4.26|3.24|6.03|      0.70|       |     |           |        120|Open star cluster
 291|   SWIFT J0535.4+4013| 83.882| 40.163|   6.25|       2MASX J05353211+4011152|                               | 83.8838| 40.1877|   15.98|   12.69|   19.32|  0.0|1.75|1.32|2.23|      2.00|       |     |           |         40|Sy1.5
 292|   SWIFT J0538.3+2147| 84.440| 21.129|  12.56|            SWIFT J0538.3+2147|                               | 84.4496| 21.1257|   21.98|   19.41|   23.95|  0.0|2.99|2.68|3.36|      1.00|       |     |           |         14|confused source
 293|   SWIFT J0539.0-6406| 84.743|-64.104|  17.65|                       LMC X-3|                               | 84.7346|-64.0842|   31.91|   29.26|   33.95|  0.0|1.83|1.65|2.03|      4.10|       |     |           |        180|HMXB
 294|   SWIFT J0538.8+2620| 84.726| 26.316| 672.62|                   1A 0535+262|                               | 84.7274| 26.3158| 1293.65| 1290.71| 1295.91|  0.0|2.61|2.61|2.62|   1730.30|       |     |           |        180|HMXB
 295|   SWIFT J0539.5-6943| 84.945|-69.740|  25.58|                       LMC X-1|                               | 84.9113|-69.7433|   32.14|   30.16|   33.66|  0.0|2.63|2.47|2.79|      1.00|       |     |           |        180|HMXB
 296|   SWIFT J0539.9-2839| 84.967|-28.696|  11.67|               [HB89] 0537-286|                               | 84.9762|-28.6655|   29.01|   25.51|   31.68|  0.0|1.33|1.07|1.59|      0.40| 3.1040|48.39|           |         80|Beamed AGN
 297|   SWIFT J0539.9-6919| 85.016|-69.346|  26.45|                  PSR B0540-69|                               | 85.0322|-69.3348|   49.31|   47.12|   51.21|  0.0|1.93|1.81|2.04|      1.10|       |     |           |        150|Pulsar
 298|   SWIFT J0541.5-6826| 85.469|-68.423|  21.05|         XMMU J054134.7-682550|                               | 85.3946|-68.4306|   24.19|   22.74|   25.46|  0.0|2.89|2.68|3.12|      2.80|       |     |           |        180|HMXB
 299|   SWIFT J0542.6+6051| 85.724| 60.861|  22.93|                        BY Cam|                               | 85.7038| 60.8588|   32.70|   30.90|   34.27|  0.0|2.75|2.58|2.93|      2.10|       |     |           |         90|CV
 300|   SWIFT J0543.2-4104| 85.823|-41.033|  11.84|                        TX Col|                               | 85.8348|-41.0319|   12.28|   11.12|   13.35|  0.0|3.49|3.09|3.97|      1.30|       |     |           |         90|CV
 301|   SWIFT J0543.9-2749| 85.916|-27.647|  12.21|                MCG -05-14-012|                               | 85.8873|-27.6514|   22.68|   19.84|   24.93|  0.0|1.83|1.59|2.08|      1.20| 0.0099|42.69|           |         40|Sy1
 302|   SWIFT J0544.4-4328| 86.056|-43.445|   6.81|       2MASX J05440009-4325265|                               | 86.0000|-43.4240|    8.35|    6.35|    9.93|  0.0|2.51|1.93|3.32|      1.10|       |     |           |         50|Sy2
 303|   SWIFT J0544.4+5909| 86.122| 59.145|  10.99|       2MASX J05442257+5907361|                               | 86.0941| 59.1267|   25.35|   22.14|   27.90|  0.0|1.73|1.47|2.00|      0.40| 0.0660|44.43|           |         50|Sy2
 304|   SWIFT J0547.3+5042| 86.803| 50.651|  10.05|       2MASX J05471492+5038251|                               | 86.8121| 50.6404|   22.01|   18.81|   24.55|  0.0|1.90|1.62|2.20|      0.90| 0.0360|43.82|           |         50|Sy2
 305|   SWIFT J0548.4-4748| 87.073|-47.776|   7.37|          ESO 205-IG 003 NED01|                               | 87.1092|-47.7588|    8.81|    6.89|   10.31|  0.0|2.63|2.15|3.24|      2.20| 0.0505|43.73|           |         50|Sy2
 306|  SWIFT J0550.7-3212A| 87.689|-32.273|  26.92|                  PKS 0548-322|                               | 87.6699|-32.2716|   18.21|   12.92|   24.37|  0.0|3.23|2.00|5.57|      0.50| 0.0690|44.32|           |         80|Beamed AGN
 307|  SWIFT J0550.7-3215B| 87.758|-32.244|  22.12|         2XMM J055054.3-321616|                               | 87.7266|-32.2713|   21.04|   11.15|   32.63|  0.0|1.60|0.00|3.00|      0.30|       |     |           |         80|Beamed AGN
 308|   SWIFT J0552.2-0727| 88.046| -7.457| 153.12|                      NGC 2110|                               | 88.0474| -7.4562|  328.93|  326.30|  332.03|  0.0|1.81|1.79|1.83|      1.80| 0.0078|43.65|           |         50|Sy2
 309|   SWIFT J0552.5+5929| 88.078| 59.476|   8.92|               IRAS 05480+5927|                               | 88.1169| 59.4756|   13.36|   11.58|   15.42|  0.0|2.66|2.26|3.14|      0.90| 0.0585|44.04|           |         40|Sy1
 310|   SWIFT J0554.8+4625| 88.720| 46.437|  72.19|                MCG +08-11-011|                               | 88.7234| 46.4393|  141.21|  138.58|  143.49|  0.0|2.13|2.09|2.18|      4.10| 0.0205|44.13|           |         40|Sy1.5
 311|   SWIFT J0555.5+3946| 88.898| 39.808|   7.28|               [HB89] 0552+398|                               | 88.8784| 39.8137|   21.37|   17.95|   24.32|  0.0|1.54|1.15|1.95|      2.10| 2.3650|47.97|           |         80|Beamed AGN
 312|   SWIFT J0558.0+5352| 89.507| 53.892|  22.70|                      V405 Aur|                               | 89.4970| 53.8958|   33.92|   31.94|   35.64|  0.0|2.78|2.61|2.95|      4.70|       |     |           |         90|CV
 313|   SWIFT J0557.9-3822| 89.514|-38.346|  20.46|       2MASX J05580206-3820043|                               | 89.5083|-38.3346|   27.45|   25.61|   29.04|  0.0|2.47|2.30|2.65|      2.40| 0.0339|43.86|           |         40|Sy1.2
 314|   SWIFT J0559.8-5028| 89.943|-50.453|  13.60|                  PKS 0558-504|                               | 89.9474|-50.4477|   18.18|   15.61|   20.62|  0.0|2.28|2.00|2.61|      1.10| 0.1372|44.96|           |         40|Sy1
 315|   SWIFT J0600.7+0008| 90.140|  0.144|   8.32|               IRAS 05581+0006|                               | 90.1670|  0.1053|   15.61|   11.99|   19.04|  0.0|2.14|1.77|2.57|      0.80| 0.1147|44.72|           |         40|Sy1
 316|   SWIFT J0602.2+2829| 90.541| 28.466|  30.25|               IRAS 05589+2828|                               | 90.5446| 28.4728|   62.28|   58.53|   65.84|  0.0|2.20|2.08|2.31|      1.40| 0.0330|44.19|           |         40|Sy1.2
 317|   SWIFT J0602.5+6518| 90.570| 65.316|  11.07|                     UGC 03386|                               | 90.6581| 65.3712|   23.06|   19.43|   26.49|  0.0|1.63|1.36|1.91|      1.50| 0.0154|43.09|           |         50|Sy2
 318|   SWIFT J0606.0-2755| 91.463|-27.937|   6.30|       2MASX J06054896-2754398|                               | 91.4540|-27.9112|   10.39|    7.38|   13.24|  0.0|2.16|1.63|2.83|      0.40| 0.0892|44.31|           |         40|Sy1.5
 319|   SWIFT J0601.9-8636| 91.467|-86.606|  14.39|                ESO 005- G 004|                               | 91.4235|-86.6319|   30.89|   28.75|   33.64|  0.0|1.52|1.32|1.72|      1.40| 0.0062|42.42|           |         50|Sy2
 320|  SWIFT J0609.5-6245A| 92.275|-62.746|   6.34|       2MASX J06100652-6243125|                               | 92.5272|-62.7201|    4.59|    2.24|    7.67|  0.0|1.95|0.00|4.75|      0.50|       |     |           |         50|Sy1.9
 321|  SWIFT J0609.5-6245B| 91.907|-62.788|   3.95|       2MASX J06083867-6247168|                               | 92.1610|-62.7880|    7.67|    5.22|   10.80|  0.0|1.83|0.93|2.99|      0.10|       |     |           |         70|Unknown AGN
 322|   SWIFT J0610.6-8151| 92.690|-81.799|   4.31|                        AH Men|                               | 92.9336|-81.8234|    5.45|    3.99|    7.35|  0.0|2.44|1.72|3.50|      1.70|       |     |           |        170|Nova
 323|   SWIFT J0612.2-4645| 93.062|-46.745|   5.82|                PMN J0612-4647|                               | 93.1110|-46.7870|    6.85|    5.44|    8.63|  0.0|2.47|1.85|3.35|      0.60|       |     |           |         80|Beamed AGN
 324|   SWIFT J0614.0+1709| 93.502| 17.086|   4.97|       2MASS J06141230+1704321|                               | 93.5513| 17.0756|    7.84|    6.12|   10.00|  0.0|2.88|2.09|3.97|      1.60|       |     |           |         90|CV
