    |             BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#   |                     |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |
 118|   SWIFT J0215.6-1301| 33.908|-12.989|   6.16|                        3C 062|                               | 33.9062|-12.9918|   15.89|   13.12|   18.51|  0.0|1.45|0.99|1.92|      0.70| 0.1470|44.97|           |         50|Sy2
 119|   SWIFT J0216.3+5128| 34.044| 51.443|   9.47|       2MASX J02162987+5126246|                               | 34.1243| 51.4402|   16.83|   14.63|   18.91|  0.0|1.98|1.63|2.38|      0.60| 0.0288|43.51|           |         50|Sy2
 120|   SWIFT J0218.0+7348| 34.383| 73.808|  15.50|               [HB89] 0212+735|                               | 34.3784| 73.8257|   34.98|   32.55|   37.29|  0.0|1.55|1.37|1.73|      1.70| 2.3670|48.18|           |         80|Beamed AGN
 121|   SWIFT J0222.6+5222| 35.652| 52.363|   5.43|         1RXS J022206.0+522112|                               | 35.5258| 52.3523|    6.55|    5.06|    7.90|  0.0|2.90|2.21|3.98|      1.30| 0.2000|44.88|           |         40|Sy1
 122|   SWIFT J0222.3+2509| 35.609| 25.154|   7.79|       2MASX J02223523+2508143|                               | 35.6468| 25.1374|   15.44|   12.80|   18.61|  0.0|1.93|1.54|2.36|      1.80|       |     |           |         70|Unknown AGN
 123|   SWIFT J0223.4+4551| 35.873| 45.814|   6.90|                      V Zw 232|                               | 35.8913| 45.8186|   14.55|   11.99|   17.63|  0.0|1.75|1.29|2.25|      0.70|       |     |           |         50|Sy2
 124|   SWIFT J0225.0-2312| 36.233|-23.245|   7.53|                   PKS 0222-23|                               | 36.2612|-23.2133|   11.59|    9.49|   14.14|  0.0|2.22|1.75|2.81|      0.40| 0.2322|45.27|           |         40|Sy1.5
 125|   SWIFT J0225.0+1847| 36.257| 18.805|  14.15|                      RBS 0315|                               | 36.2695| 18.7802|   31.37|   28.46|   34.84|  0.0|1.73|1.51|1.95|      1.80| 2.6900|48.27|           |         80|Beamed AGN
 126|   SWIFT J0225.8-6315| 36.372|-63.234|   7.65|                   Fairall 296|                               | 36.2876|-63.2240|   10.68|    8.76|   13.01|  0.0|2.11|1.71|2.59|      2.00| 0.0580|43.93|           |         50|Sy1.9
 127|   SWIFT J0226.4-2821| 36.608|-28.338|   6.63|                   AM 0224-283|                               | 36.6081|-28.3503|   12.04|    9.47|   14.36|  0.0|1.84|1.36|2.38|      0.30| 0.0598|44.01|           |         40|Sy1.2
 128|   SWIFT J0227.0+2346| 36.762| 23.754|   5.90|                MCG +04-06-043|                               | 36.7275| 23.7997|    9.57|    7.01|   11.90|  0.0|2.26|1.62|3.12|      1.70| 0.0333|43.39|           |         40|Sy1
 129|   SWIFT J0228.1+3118| 37.054| 31.327|  33.69|                       NGC 931|                               | 37.0603| 31.3117|   62.22|   59.56|   64.59|  0.0|2.09|2.00|2.19|      2.90| 0.0167|43.59|           |         40|Sy1.5
 130|   SWIFT J0230.2-0900| 37.500| -9.049|   8.28|                      Mrk 1044|                               | 37.5227| -8.9979|   11.87|    9.70|   13.84|  0.0|2.47|2.04|2.99|      0.90| 0.0165|42.86|           |         40|Sy1
 131|   SWIFT J0231.6-3645| 37.961|-36.691|  11.62|                       IC 1816|                               | 37.9625|-36.6721|   21.00|   18.80|   23.54|  0.0|1.76|1.51|2.02|      0.80| 0.0170|43.14|           |         40|Sy1.8
 132|   SWIFT J0232.8+2020| 38.188| 20.290|  13.85|                 QSO B0229+200|                               | 38.2026| 20.2882|   23.46|   21.19|   26.08|  0.0|2.28|2.00|2.59|      1.30| 0.1396|45.09|           |         80|Beamed AGN
 133|   SWIFT J0234.1+3233| 38.579| 32.504|  22.14|                       NGC 973|                               | 38.5838| 32.5056|   48.41|   45.81|   51.43|  0.0|1.81|1.68|1.94|      1.90| 0.0162|43.46|           |         50|Sy2
 134|   SWIFT J0234.6-0848| 38.661| -8.789|  17.36|                       NGC 985|                               | 38.6574| -8.7876|   30.21|   27.98|   32.79|  0.0|2.10|1.92|2.29|      3.40| 0.0430|44.12|           |         40|Sy1.5
 135|   SWIFT J0235.3-2934| 38.828|-29.627|  10.67|                  ESO 416-G002|                               | 38.8061|-29.6047|   21.21|   18.29|   23.36|  0.0|1.67|1.37|1.98|      0.60| 0.0592|44.25|           |         50|Sy1.9
 136|   SWIFT J0238.2-5213| 39.564|-52.204|  18.59|                   ESO 198-024|                               | 39.5821|-52.1923|   31.99|   29.46|   33.85|  0.0|1.77|1.62|1.93|      1.00| 0.0455|44.19|           |         50|Sy1.9
 137|   SWIFT J0238.5-6119| 39.697|-61.312|   6.58|       2MASX J02384313-6117227|                               | 39.6796|-61.2896|   10.19|    7.70|   12.03|  0.0|1.92|1.41|2.54|      0.60|       |     |           |         50|Sy2
 138|   SWIFT J0238.8-4039| 39.717|-40.669|  10.30|       2MASX J02384897-4038377|                               | 39.7040|-40.6439|   15.13|   12.80|   16.84|  0.0|2.10|1.78|2.46|      0.10| 0.0618|44.14|           |         50|Sy1.9
 139|   SWIFT J0240.5+6118| 40.163| 61.239|  15.45|                  LS I +61 303|                               | 40.1319| 61.2293|   31.91|   28.95|   34.09|  0.0|1.73|1.53|1.93|      0.70|       |     |           |        180|HMXB
 140|   SWIFT J0241.3-0816| 40.286| -8.238|  14.96|                      NGC 1052|                               | 40.2700| -8.2558|   31.39|   28.60|   34.23|  0.0|1.74|1.54|1.95|      0.80| 0.0050|42.24|           |         80|Beamed AGN
 141|   SWIFT J0241.6+0711| 40.401|  7.162|   7.80|                       Mrk 595|                               | 40.3954|  7.1872|   14.70|   12.03|   17.42|  0.0|2.02|1.61|2.50|      1.10| 0.0270|43.39|           |         40|Sy1.5
 142|   SWIFT J0242.0+0516| 40.434|  5.179|   5.10|       2MASX J02420381+0510061|                               | 40.5158|  5.1684|   11.70|    8.33|   15.13|  0.0|1.45|0.72|2.24|      0.20| 0.0690|44.13|           |         50|Sy2
 143|   SWIFT J0242.2+0531| 40.562|  5.522|   5.54|       2MASX J02421465+0530361|                               | 40.5610|  5.5100|   10.13|    7.53|   12.78|  0.0|2.15|1.53|3.00|      0.50| 0.0690|44.07|           |         40|Sy1
 144|   SWIFT J0242.6+0000| 40.664| -0.004|  18.26|                      NGC 1068|                               | 40.6696| -0.0133|   37.90|   35.67|   40.39|  0.0|1.82|1.67|1.98|      4.40| 0.0038|42.08|           |         50|Sy1.9
 145|   SWIFT J0243.9+5324| 41.050| 53.412|   4.54|                   2MFGC 02171|                               | 41.0125| 53.4745|    6.99|    5.27|    8.91|  0.0|2.29|1.54|3.29|      0.60|       |     |           |         50|Sy2
 146|   SWIFT J0244.7-2433| 41.139|-24.497|   3.95|                ESO 479- G 031|                               | 41.1989|-24.5139|    7.46|    5.46|    9.67|  0.0|1.79|0.99|2.72|      0.40| 0.0235|42.97|           |         60|LINER
 147|   SWIFT J0244.8+6227| 41.247| 62.469|  51.17|               [HB89] 0241+622|                               | 41.2404| 62.4685|   92.09|   90.23|   94.16|  0.0|1.99|1.93|2.05|      2.50| 0.0440|44.62|           |         40|Sy1.2
 148|   SWIFT J0245.2+1047| 41.323| 10.771|   8.05|                     4C +10.08|                               | 41.3061| 10.7897|   18.30|   15.86|   21.01|  0.0|1.70|1.27|2.18|      0.90| 0.0700|44.34|           |         80|Beamed AGN
 149|   SWIFT J0249.1+2627| 42.215| 26.504|  12.19|       2MASX J02485937+2630391|                               | 42.2472| 26.5109|   29.01|   25.35|   32.76|  0.0|1.62|1.36|1.89|      1.70| 0.0579|44.37|           |         50|Sy2
 150|   SWIFT J0250.4+4648| 42.587| 46.806|  11.54|       2MASX J02502722+4647295|                               | 42.6133| 46.7915|   20.57|   17.75|   23.47|  0.0|2.10|1.83|2.40|      0.90|       |     |           |         50|Sy1.9
 151|   SWIFT J0251.3+5441| 42.667| 54.720|  10.48|                   2MFGC 02280|                               | 42.6775| 54.7049|   24.59|   21.41|   27.85|  0.0|1.67|1.42|1.93|      0.90| 0.0152|43.11|           |         50|Sy2
 152|   SWIFT J0250.7+4142| 42.709| 41.691|   5.44|                      NGC 1106|                               | 42.6688| 41.6715|   15.49|   11.80|   19.27|  0.0|1.45|1.06|1.88|      3.00| 0.0145|42.86|           |         50|Sy2
 153|   SWIFT J0251.6-1639| 42.925|-16.668|   9.76|                      NGC 1125|                               | 42.9180|-16.6510|   16.23|   13.20|   18.77|  0.0|2.13|1.81|2.50|      1.00| 0.0110|42.64|           |         50|Sy2
 154|   SWIFT J0252.1-6758| 43.198|-67.983|   5.21|       2MASX J02513173-6803059|                               | 42.8826|-68.0515|    6.07|    3.25|    8.48|  0.0|2.00|0.98|6.03|      1.60|       |     |           |         70|Unknown AGN
 155|   SWIFT J0252.3+4312| 43.132| 43.221|   7.03|                      FGC 0351|                               | 43.1418| 43.1674|   14.35|   10.92|   17.23|  0.0|1.94|1.54|2.39|      0.40|       |     |           |         30|Galaxy Cluster
 156|   SWIFT J0252.7-0822| 43.111| -8.503|  13.77|                MCG -02-08-014|                               | 43.0975| -8.5104|   25.00|   21.81|   27.67|  0.0|2.05|1.82|2.29|      0.70| 0.0168|43.20|           |         50|Sy2
 157|   SWIFT J0255.2-0011| 43.811| -0.184|  34.31|                      NGC 1142|                               | 43.8008| -0.1836|   74.31|   72.12|   77.62|  0.0|1.73|1.64|1.82|      0.80| 0.0289|44.15|           |         50|Sy2
 158|   SWIFT J0256.2+1925| 44.029| 19.428|  17.84|                        XY Ari|                               | 44.0375| 19.4414|   30.48|   28.72|   33.13|  0.0|2.40|2.20|2.62|      0.80|       |     |           |         90|CV
 159|   SWIFT J0256.4-3212| 44.100|-32.198|  16.30|                ESO 417- G 006|                               | 44.0898|-32.1856|   31.13|   29.32|   33.88|  0.0|1.74|1.56|1.92|      1.60| 0.0163|43.27|           |         50|Sy2
 160|   SWIFT J0259.0+1334| 44.751| 13.551|   7.22|                     ABELL 401|                               | 44.7373| 13.5823|    8.64|    7.80|    9.88|  0.0|4.54|3.75|5.68|      1.10|       |     |           |         30|Galaxy Cluster
 161|   SWIFT J0259.9+4419| 44.958| 44.267|   6.62|       2MASX J02593756+4417180|                               | 44.9065| 44.2884|   13.53|   11.56|   16.49|  0.0|1.93|1.46|2.49|      0.30|       |     |           |         70|Unknown AGN
 162|   SWIFT J0300.0-1048| 45.021|-10.824|  14.39|                MCG -02-08-038|                               | 45.0180|-10.8246|   27.51|   24.72|   30.37|  0.0|1.91|1.69|2.15|      0.60| 0.0326|43.83|           |         40|Sy1.5
 163|   SWIFT J0304.1-0108| 45.971| -1.114|  18.06|                      NGC 1194|                               | 45.9546| -1.1037|   36.22|   33.14|   39.37|  0.0|1.86|1.70|2.03|      1.70| 0.0136|43.18|           |         50|Sy2
 164|   SWIFT J0308.5-7251| 47.029|-72.815|  10.09|                ESO 031- G 008|                               | 46.8972|-72.8340|   16.38|   13.94|   18.88|  0.0|1.90|1.60|2.22|      1.00| 0.0276|43.46|           |         50|Sy1.9
 165|   SWIFT J0308.2-2258| 47.029|-22.958|   7.45|                      NGC 1229|                               | 47.0449|-22.9608|   13.75|   11.10|   16.48|  0.0|1.89|1.52|2.28|      1.60| 0.0360|43.62|           |         50|Sy2
 166|   SWIFT J0311.1+3241| 47.737| 32.693|   6.53|       2MASX J03104435+3239296|                               | 47.6850| 32.6580|   12.24|    9.45|   15.12|  0.0|2.18|1.74|2.72|      0.90| 0.1270|44.71|           |         40|Sy1
 167|   SWIFT J0311.5-2045| 47.824|-20.758|  13.60|               RX J0311.3-2046|                               | 47.8284|-20.7717|   23.06|   20.82|   25.52|  0.0|2.03|1.79|2.29|      0.70| 0.0670|44.40|           |         40|Sy1.2
 168|   SWIFT J0311.8-7653| 47.759|-76.870|   6.89|               [HB89] 0312-770|                               | 47.9802|-76.8641|   10.47|    8.41|   12.71|  0.0|1.98|1.50|2.55|      0.40| 0.2230|45.19|           |         80|Beamed AGN
 169|   SWIFT J0311.9+5032| 48.032| 50.518|   5.84|       2MASX J03120291+5029147|                               | 48.0123| 50.4874|   10.35|    8.07|   12.83|  0.0|2.14|1.60|2.82|      2.10|       |     |           |         40|Sy1.5
 170|   SWIFT J0312.9+4121| 48.257| 41.291|   5.69|                 QSO B0309+411|                               | 48.2580| 41.3330|   15.20|   12.26|   18.42|  0.0|1.58|1.07|2.11|      0.30| 0.1360|44.87|           |         80|Beamed AGN
 171|   SWIFT J0317.2+0116| 49.279|  1.272|   8.72|                MCG +00-09-042|                               | 49.2592|  1.2550|   15.47|   12.63|   17.51|  0.0|2.08|1.71|2.51|      0.70| 0.0238|43.30|           |         50|Sy2
 172|   SWIFT J0318.7+6828| 49.611| 68.466|   8.08|       2MASX J03181899+6829322|                               | 49.5791| 68.4921|   18.82|   15.78|   20.99|  0.0|1.51|1.18|1.85|      0.90| 0.0901|44.58|           |         50|Sy2
 173|   SWIFT J0319.7+4132| 49.947| 41.507|  67.34|                      NGC 1275|                               | 49.9507| 41.5117|   82.64|   81.17|   83.69|  0.0|3.82|3.73|3.92|      3.80| 0.0176|43.76|           |         80|Beamed AGN
 174|   SWIFT J0324.8+3410| 51.210| 34.166|  10.48|                   1H 0323+342|                               | 51.1715| 34.1794|   27.31|   23.90|   29.75|  0.0|1.62|1.33|1.93|      0.60| 0.0610|44.39|           |         80|Beamed AGN
 175|   SWIFT J0325.0-4154| 51.277|-41.916|   6.00|         LCRS B032315.2-420449|                               | 51.2595|-41.9048|    7.27|    5.50|    8.59|  0.0|2.57|2.03|3.27|      0.60| 0.0580|43.77|           |         40|Sy1
 176|   SWIFT J0324.9+4044| 51.368| 40.712|   6.85|               IRAS 03219+4031|                               | 51.3051| 40.6985|   18.68|   15.23|   22.28|  0.0|1.57|1.16|1.99|      0.60| 0.0477|44.00|           |         50|Sy2
 177|   SWIFT J0325.6-0907| 51.401| -9.142|   4.60|            SWIFT J0325.6-0907|                               | 51.3915| -9.1194|   12.05|    8.61|   15.67|  0.0|1.40|0.76|2.06|      0.20|       |     |           |         11|U1
 178|   SWIFT J0326.0-5633| 51.470|-56.526|   6.62|       2MASX J03252346-5635443|                               | 51.3480|-56.5957|    8.49|    6.28|   10.84|  0.0|2.06|1.52|2.72|      0.70| 0.0602|43.87|           |         80|Beamed AGN
 179|   SWIFT J0328.4-2846| 52.162|-28.722|   6.45|                  PKS 0326-288|                               | 52.1522|-28.6989|   11.56|    8.99|   14.28|  0.0|1.89|1.44|2.37|      1.70| 0.1080|44.54|           |         50|Sy2
 180|   SWIFT J0331.3+0538| 52.784|  5.641|   5.51|       2MASX J03305218+0538253|                               | 52.7174|  5.6404|    9.84|    7.44|   12.76|  0.0|2.19|1.58|3.03|      0.60| 0.0460|43.69|           |         50|Sy1.9
 181|   SWIFT J0331.1+4355| 52.801| 43.911|  41.64|                        GK Per|                               | 52.7993| 43.9047|   60.96|   59.27|   63.05|  0.0|2.94|2.84|3.04|      4.20|       |     |           |         90|CV
 182|   SWIFT J0331.4-0510| 52.833| -5.128|   4.53|                MCG -01-09-045|                               | 52.8459| -5.1418|    6.94|    4.79|    9.46|  0.0|2.38|1.58|3.55|      0.30| 0.0128|42.41|           |         50|Sy2
 183|   SWIFT J0333.3+3720| 53.346| 37.306|  10.75|       2MASX J03331873+3718107|                               | 53.3282| 37.3030|   24.80|   22.20|   28.01|  0.0|1.93|1.66|2.23|      0.20| 0.0558|44.27|           |         40|Sy1.5
 184|   SWIFT J0333.6-3607| 53.389|-36.140|  38.99|                      NGC 1365|                               | 53.4016|-36.1404|   63.52|   61.50|   66.03|  0.0|1.99|1.91|2.07|      6.60| 0.0055|42.63|           |         50|Sy2
 185|   SWIFT J0334.4-1515| 53.587|-15.262|   6.23|       2MASX J03342453-1513402|                               | 53.6022|-15.2277|   11.21|    8.83|   13.67|  0.0|1.90|1.46|2.42|      0.90| 0.0349|43.50|           |         50|Sy1.9
 186|   SWIFT J0334.9+5308| 53.746| 53.177| 209.48|                        BQ Cam|                               | 53.7495| 53.1732|  240.69|  239.47|  241.95|  0.0|3.91|3.88|3.94|     76.60|       |     |           |        180|HMXB
 187|   SWIFT J0335.4+1907| 53.881| 19.126|   4.74|       2MASX J03352254+1907282|                               | 53.8438| 19.1244|   12.66|    9.49|   15.93|  0.0|1.66|1.09|2.30|      0.60| 0.1890|45.11|           |         40|Sy1
 188|   SWIFT J0336.6+3217| 54.122| 32.291|  16.90|                     4C +32.14|                               | 54.1255| 32.3082|   44.17|   41.12|   47.33|  0.0|1.67|1.50|1.83|      0.60| 1.2580|47.61|           |         80|Beamed AGN
 189|   SWIFT J0342.0-2115| 55.526|-21.244|  24.32|                  ESO 548-G081|                               | 55.5155|-21.2444|   41.21|   38.87|   44.62|  0.0|2.00|1.87|2.14|      0.80| 0.0145|43.29|           |         50|Sy1.9
 190|   SWIFT J0345.2-3935| 56.299|-39.566|   7.22|         LCRS B034324.7-394349|                               | 56.3022|-39.5748|   10.15|    8.22|   12.99|  0.0|2.26|1.83|2.79|      1.10| 0.0431|43.64|           |         40|Sy1.2
